Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,0.00,0.03,0.06,0.11,0.00
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,0.09,0.03,0.06,0.11,0.01
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,0.22,0.03,0.06,0.11,0.03
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,0.40,0.03,0.06,0.11,0.05
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,1.01,0.03,0.06,0.11,0.11
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,1.98,0.03,0.06,0.11,0.14
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,2.99,0.03,0.06,0.11,0.18
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,4.00,0.03,0.06,0.11,0.23
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,6.95,0.03,0.06,0.11,0.37
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,8.04,0.03,0.06,0.11,0.44
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,9.01,0.03,0.06,0.11,0.60
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,10.02,0.03,0.06,0.11,0.78
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,13.93,0.03,0.06,0.11,0.99
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,15.03,0.03,0.06,0.11,1.00
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,16.04,0.03,0.06,0.11,1.00
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,17.14,0.03,0.06,0.11,1.00
10,CAF-PLGA,1.00,46000.00,0.00,236.00,14.00,0.12,0.06,63.76,0.00,194.19,61.82,6.00,-1.03,18.07,0.03,0.06,0.11,1.01
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,0.00,0.07,0.12,0.21,0.00
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,0.12,0.07,0.12,0.21,0.06
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,1.07,0.07,0.12,0.21,0.23
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,1.99,0.07,0.12,0.21,0.34
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,3.02,0.07,0.12,0.21,0.44
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,5.01,0.07,0.12,0.21,0.64
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,7.00,0.07,0.12,0.21,0.83
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,10.02,0.07,0.12,0.21,0.95
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,13.00,0.07,0.12,0.21,1.00
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,16.02,0.07,0.12,0.21,1.00
8,CBD-PCL,0.00,42500.00,0.00,66.50,9.13,0.10,0.09,120.00,0.10,314.47,40.46,2.00,5.85,19.96,0.07,0.12,0.21,1.00
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,0.00,0.07,0.12,0.20,0.00
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,0.10,0.07,0.12,0.20,0.07
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,1.97,0.07,0.12,0.20,0.35
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,3.00,0.07,0.12,0.20,0.46
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,5.01,0.07,0.12,0.20,0.61
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,7.06,0.07,0.12,0.20,0.78
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,10.04,0.07,0.12,0.20,0.92
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,13.02,0.07,0.12,0.20,0.99
91,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.03,0.03,159.02,0.10,314.47,40.46,2.00,5.85,16.00,0.07,0.12,0.20,1.00
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,0.00,0.07,0.13,0.22,0.00
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,0.19,0.07,0.13,0.22,0.07
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,0.99,0.07,0.13,0.22,0.23
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,2.06,0.07,0.13,0.22,0.35
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,3.00,0.07,0.13,0.22,0.43
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,5.05,0.07,0.13,0.22,0.61
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,5.99,0.07,0.13,0.22,0.71
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,7.01,0.07,0.13,0.22,0.78
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,10.00,0.07,0.13,0.22,0.91
92,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.07,0.06,155.56,0.10,314.47,40.46,2.00,5.85,13.07,0.07,0.13,0.22,0.98
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,0.00,0.08,0.12,0.20,0.00
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,0.10,0.08,0.12,0.20,0.07
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,1.03,0.08,0.12,0.20,0.23
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,2.90,0.08,0.12,0.20,0.43
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,5.01,0.08,0.12,0.20,0.62
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,7.11,0.08,0.12,0.20,0.82
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,10.04,0.08,0.12,0.20,0.92
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,13.07,0.08,0.12,0.20,0.98
93,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.10,0.09,109.27,0.10,314.47,40.46,2.00,5.85,16.05,0.08,0.12,0.20,0.99
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,0.00,0.08,0.13,0.23,0.00
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,0.10,0.08,0.13,0.23,0.07
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,1.03,0.08,0.13,0.23,0.23
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,2.06,0.08,0.13,0.23,0.40
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,3.09,0.08,0.13,0.23,0.52
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,5.06,0.08,0.13,0.23,0.69
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,7.01,0.08,0.13,0.23,0.78
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,9.99,0.08,0.13,0.23,0.89
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,12.97,0.08,0.13,0.23,0.92
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,16.04,0.08,0.13,0.23,0.95
94,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.20,0.17,117.42,0.10,314.47,40.46,2.00,5.85,19.95,0.08,0.13,0.23,0.99
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,0.00,0.08,0.13,0.24,0.00
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,0.10,0.08,0.13,0.24,0.06
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,1.13,0.08,0.13,0.24,0.25
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,2.07,0.08,0.13,0.24,0.45
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,3.05,0.08,0.13,0.24,0.59
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,4.12,0.08,0.13,0.24,0.68
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,5.99,0.08,0.13,0.24,0.77
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,8.04,0.08,0.13,0.24,0.84
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,10.04,0.08,0.13,0.24,0.89
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,12.04,0.08,0.13,0.24,0.94
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,15.02,0.08,0.13,0.24,0.96
95,CBD-PCL,0.00,42500.00,0.00,66.00,9.13,0.33,0.26,36.72,0.10,314.47,40.46,2.00,5.85,18.14,0.08,0.13,0.24,0.98
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,0.00,0.04,0.08,0.15,0.00
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,0.46,0.04,0.08,0.15,0.04
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,0.55,0.04,0.08,0.15,0.11
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,1.28,0.04,0.08,0.15,0.19
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,2.37,0.04,0.08,0.15,0.29
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,4.38,0.04,0.08,0.15,0.32
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,7.12,0.04,0.08,0.15,0.35
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,10.31,0.04,0.08,0.15,0.40
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,14.06,0.04,0.08,0.15,0.42
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,21.18,0.04,0.08,0.15,0.62
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,28.02,0.04,0.08,0.15,0.73
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,34.96,0.04,0.08,0.15,0.82
36,CBD-PLGA,1.00,12000.00,0.00,66.50,9.13,0.10,0.08,248.24,0.50,314.47,40.46,2.00,5.85,41.81,0.04,0.08,0.15,0.93
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,0.00,0.04,0.07,0.11,0.00
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,0.64,0.04,0.07,0.11,0.09
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,1.37,0.04,0.07,0.11,0.15
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,2.65,0.04,0.07,0.11,0.20
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,4.66,0.04,0.07,0.11,0.25
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,7.21,0.04,0.07,0.11,0.34
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,10.50,0.04,0.07,0.11,0.37
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,14.06,0.04,0.07,0.11,0.40
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,20.99,0.04,0.07,0.11,0.54
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,28.02,0.04,0.07,0.11,0.63
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,35.23,0.04,0.07,0.11,0.76
37,CBD-PLGA,1.00,51000.00,0.00,66.50,9.13,0.10,0.05,248.76,0.50,314.47,40.46,2.00,5.85,41.99,0.04,0.07,0.11,0.79
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,0.00,0.04,0.08,0.15,0.00
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,0.23,0.04,0.08,0.15,0.02
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,0.35,0.04,0.08,0.15,0.07
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,1.12,0.04,0.08,0.15,0.17
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,3.12,0.04,0.08,0.15,0.43
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,4.17,0.04,0.08,0.15,0.48
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,6.04,0.04,0.08,0.15,0.53
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,8.20,0.04,0.08,0.15,0.61
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,11.24,0.04,0.08,0.15,0.76
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,15.16,0.04,0.08,0.15,0.81
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,18.13,0.04,0.08,0.15,0.83
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,21.98,0.04,0.08,0.15,0.86
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,26.07,0.04,0.08,0.15,0.89
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,32.08,0.04,0.08,0.15,0.91
21,CCM-PVL-co-PAVL,0.00,15000.00,0.18,183.00,9.06,1.00,0.10,2.48,0.50,368.39,93.06,6.00,3.37,35.11,0.04,0.08,0.15,0.92
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,0.00,0.04,0.05,0.09,0.00
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,0.17,0.04,0.05,0.09,0.03
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,1.03,0.04,0.05,0.09,0.12
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,3.26,0.04,0.05,0.09,0.20
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,7.04,0.04,0.05,0.09,0.28
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,9.97,0.04,0.05,0.09,0.32
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,14.09,0.04,0.05,0.09,0.37
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,17.18,0.04,0.05,0.09,0.40
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,20.79,0.04,0.05,0.09,0.43
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,23.88,0.04,0.05,0.09,0.44
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,28.01,0.04,0.05,0.09,0.45
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,31.10,0.04,0.05,0.09,0.47
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,35.05,0.04,0.05,0.09,0.48
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,37.97,0.04,0.05,0.09,0.49
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,41.92,0.04,0.05,0.09,0.50
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,44.85,0.04,0.05,0.09,0.51
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,49.14,0.04,0.05,0.09,0.51
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,51.89,0.04,0.05,0.09,0.52
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,54.98,0.04,0.05,0.09,0.52
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,59.11,0.04,0.05,0.09,0.53
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,62.89,0.04,0.05,0.09,0.53
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,66.15,0.04,0.05,0.09,0.53
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,69.93,0.04,0.05,0.09,0.54
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,74.05,0.04,0.05,0.09,0.54
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,77.32,0.04,0.05,0.09,0.54
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,80.07,0.04,0.05,0.09,0.54
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,84.02,0.04,0.05,0.09,0.54
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,87.11,0.04,0.05,0.09,0.55
1,DEX-PEA,0.00,49000.00,0.00,262.00,12.42,0.20,0.15,422.54,0.00,392.47,94.83,6.00,1.90,90.03,0.04,0.05,0.09,0.55
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.00,0.12,0.15,0.22,0.00
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.10,0.12,0.15,0.22,0.06
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.28,0.12,0.15,0.22,0.24
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,2.64,0.12,0.15,0.22,0.33
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,4.59,0.12,0.15,0.22,0.34
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,8.99,0.12,0.15,0.22,0.46
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,13.19,0.12,0.15,0.22,0.63
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,19.86,0.12,0.15,0.22,0.71
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,23.95,0.12,0.15,0.22,0.84
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,26.01,0.12,0.15,0.22,0.84
11,DEX-PLGA,1.00,13000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,31.04,0.12,0.15,0.22,0.84
12,DEX-PLGA,1.00,28000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.00,0.07,0.12,0.18,0.00
12,DEX-PLGA,1.00,28000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.20,0.07,0.12,0.18,0.07
12,DEX-PLGA,1.00,28000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,0.40,0.07,0.12,0.18,0.13
12,DEX-PLGA,1.00,28000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,1.11,0.07,0.12,0.18,0.17
12,DEX-PLGA,1.00,28000.00,0.00,262.00,12.42,0.10,0.08,300.00,0.00,392.47,94.83,6.00,1.90,2.24,0.07,0.12,0.18,0.18
